label,text
spam,"Tebrikler! Laptop kazandınız, hemen tıklayın!"
spam,BAUN öğrencilerine özel %10 indirim fırsatı!
spam,"Tebrikler! Akıllı Telefon kazandınız, hemen tıklayın!"
ham,"Değerli öğrencilerimiz, C Blok workshop ertelenmiştir."
ham,08/06/2024 tarihli Fakülte Kurulu toplantısı Çağış Kampüsü yapılacaktır.
ham,05/01/2024 tarihli Fakülte Kurulu toplantısı Kongre Merkezi yapılacaktır.
ham,BAUN Elektrik-Elektronik semineri 08/04/2024 tarihinde Çağış Kampüsü gerçekleşecektir.
spam,Yemek hizmetinde büyük indirim! Kaçırmayın!
ham,Öğrenci kulübü teknik gezi etkinliği 2/14/2024 tarihinde B Blok gerçekleşecektir.
ham,Tıp bölümü seminer tarihi 4/20/2024 olarak güncellenmiştir.
ham,8/25/2024 tarihli Quiz sınavı C Blok yapılacaktır.
ham,Mimarlık bölümü seminer tarihi 4/14/2024 olarak güncellenmiştir.
spam,DİKKAT! 8000 TL ödülünüzü almak için tıklayın!
spam,Günde 3000 TL kazanç! Öğrenciler için part-time iş!
spam,Ulaşım hizmetinde büyük indirim! Kaçırmayın!
spam,Yemek hizmetinde büyük indirim! Kaçırmayın!
spam,Günde 3000 TL kazanç! Öğrenciler için part-time iş!
ham,BAUN Matematik semineri 4/13/2024 tarihinde A Blok gerçekleşecektir.
ham,Eğitim Fakültesi 8/19/2024 tarihli ders programı güncellenmiştir.
spam,ACIL! Öğrenci Belgesi için son 48 saat!
spam,ÖNEMLİ: Kütüphane hesabınız güncelleme gerekiyor!
spam,Günde 2000 TL kazanç! Öğrenciler için part-time iş!
spam,DİKKAT! 4000 TL ödülünüzü almak için tıklayın!
spam,DİKKAT! 2000 TL ödülünüzü almak için tıklayın!
ham,"Öğrencilerimiz, Veri Yapıları dersi ödevini teslim aldım, teşekkürler."
ham,"Sayın Sevgili öğrenciler, 03/09/2024 tarihli mezuniyet töreni hakkında bilgilendirme."
spam,BAUN öğrencilerine özel %70 indirim fırsatı!
ham,İİBF Fakültesi 7/16/2024 tarihli ders programı güncellenmiştir.
spam,ÖNEMLİ: Öğrenci hesabınız aktivasyon gerekiyor!
ham,"Değerli öğrencilerimiz, Merkez Kampüs oryantasyon ertelenmiştir."
spam,ÖNEMLİ: Öğrenci hesabınız güncelleme gerekiyor!
ham,"Sayın Sayın öğrencilerimiz, 5/28/2024 tarihli workshop hakkında bilgilendirme."
ham,Başarı Bursu bursu başvuruları 3/19/2024 tarihinde başlayacaktır.
spam,Günde 8000 TL kazanç! Öğrenciler için part-time iş!
ham,Eğitim Fakültesi 6/21/2024 tarihli ders programı güncellenmiştir.
ham,Fen-Edebiyat bölümü oryantasyon tarihi 10/5/2024 olarak güncellenmiştir.
ham,12/24/2024 tarihli Ödev Sunumu sınavı Kongre Merkezi yapılacaktır.
ham,"Sayın Sevgili öğrenciler, 1/15/2024 tarihli workshop hakkında bilgilendirme."
ham,Öğrenci kulübü workshop etkinliği 9/20/2024 tarihinde Kongre Merkezi gerçekleşecektir.
ham,7/19/2024 tarihli Bölüm Kurulu toplantısı Kongre Merkezi yapılacaktır.
ham,BAUN İşletme semineri 08/09/2024 tarihinde Çağış Kampüsü gerçekleşecektir.
ham,"Değerli öğrencilerimiz, Kongre Merkezi mezuniyet töreni ertelenmiştir."
spam,Yemek hizmetinde büyük indirim! Kaçırmayın!
spam,BAUN öğrencilerine özel %50 indirim fırsatı!
spam,BAUN öğrencilerine özel Tablet kampanyası! %20 indirim!
spam,"Tebrikler! Hediye Çeki kazandınız, hemen tıklayın!"
ham,BAUN İşletme semineri 7/17/2024 tarihinde Merkez Kampüs gerçekleşecektir.
ham,Öğrenci kulübü seminer etkinliği 9/15/2024 tarihinde Merkez Kampüs gerçekleşecektir.
ham,BAUN Bilgisayar Mühendisliği semineri 9/19/2024 tarihinde B Blok gerçekleşecektir.
ham,"Sayın Sevgili öğrenciler, 02/07/2024 tarihli teknik gezi hakkında bilgilendirme."
spam,DİKKAT! 8000 TL ödülünüzü almak için tıklayın!
spam,BAUN öğrencilerine özel %50 indirim fırsatı!
ham,"Sayın öğrencilerimiz, Programlama dersi ödevini teslim aldım, teşekkürler."
ham,"Sayın Sevgili öğrenciler, 4/15/2024 tarihli mezuniyet töreni hakkında bilgilendirme."
spam,DİKKAT! 6000 TL ödülünüzü almak için tıklayın!
ham,1/21/2024 tarihli Öğrenci Temsilciliği toplantısı B Blok yapılacaktır.
spam,"Tebrikler! Laptop kazandınız, hemen tıklayın!"
ham,Öğrenci kulübü workshop etkinliği 5/15/2024 tarihinde C Blok gerçekleşecektir.
ham,Fen-Edebiyat bölümü workshop tarihi 10/28/2024 olarak güncellenmiştir.
spam,"Tebrikler! Tablet kazandınız, hemen tıklayın!"
ham,BAUN İşletme semineri 1/26/2024 tarihinde Çağış Kampüsü gerçekleşecektir.
ham,İİBF bölümü mezuniyet töreni tarihi 06/06/2024 olarak güncellenmiştir.
spam,Öğrenci kredisi borcunuz siliniyor! Hemen başvurun!
spam,"Tebrikler! Hediye Çeki kazandınız, hemen tıklayın!"
spam,ACIL! Transkript için son 24 saat!
spam,BAUN öğrencilerine özel Tablet kampanyası! %20 indirim!
spam,ÖNEMLİ: Öğrenci hesabınız yenileme gerekiyor!
spam,BAUN öğrencilerine özel %70 indirim fırsatı!
spam,ÖNEMLİ: Kütüphane hesabınız güncelleme gerekiyor!
ham,12/19/2024 tarihli Final sınavı Çağış Kampüsü yapılacaktır.
ham,2/20/2024 tarihli Öğrenci Temsilciliği toplantısı Merkez Kampüs yapılacaktır.
ham,Tıp bölümü teknik gezi tarihi 02/09/2024 olarak güncellenmiştir.
spam,Yurt hizmetinde büyük indirim! Kaçırmayın!
spam,ÖNEMLİ: OBS hesabınız doğrulama gerekiyor!
ham,İİBF Fakültesi 4/18/2024 tarihli ders programı güncellenmiştir.
spam,Günde 1000 TL kazanç! Öğrenciler için part-time iş!
spam,BAUN öğrencilerine özel Yazıcı kampanyası! %40 indirim!
spam,Günde 3000 TL kazanç! Öğrenciler için part-time iş!
ham,07/02/2024 tarihli Final sınavı C Blok yapılacaktır.
spam,Günde 4000 TL kazanç! Öğrenciler için part-time iş!
spam,Sınavsız Yüksek Lisans fırsatı! Hemen başvurun!
ham,Öğrenci kulübü mezuniyet töreni etkinliği 2/20/2024 tarihinde Çağış Kampüsü gerçekleşecektir.
spam,DİKKAT! 5000 TL ödülünüzü almak için tıklayın!
spam,DİKKAT! 1000 TL ödülünüzü almak için tıklayın!
ham,Sanat Bursu bursu başvuruları 6/20/2024 tarihinde başlayacaktır.
spam,ÖNEMLİ: OBS hesabınız doğrulama gerekiyor!
ham,"Sevgili öğrenciler, Matematik dersi ödevini teslim aldım, teşekkürler."
spam,Sınavsız Diploma fırsatı! Hemen başvurun!
ham,Spor Bursu bursu başvuruları 09/08/2024 tarihinde başlayacaktır.
spam,BAUN öğrencilerine özel %30 indirim fırsatı!
ham,12/1/2024 tarihli Öğrenci Temsilciliği toplantısı Merkez Kampüs yapılacaktır.
ham,Spor Bursu bursu başvuruları 11/27/2024 tarihinde başlayacaktır.
spam,Sınavsız Doktora fırsatı! Hemen başvurun!
spam,ACIL! Transkript için son 72 saat!
spam,ACIL! Burs Belgesi için son 72 saat!
spam,BAUN öğrencilerine özel Telefon kampanyası! %90 indirim!
spam,DİKKAT! 5000 TL ödülünüzü almak için tıklayın!
spam,Ulaşım hizmetinde büyük indirim! Kaçırmayın!
spam,ACIL! Burs Belgesi için son 48 saat!
spam,BAUN öğrencilerine özel %80 indirim fırsatı!
spam,Sınavsız Diploma fırsatı! Hemen başvurun!
ham,Öğrenci kulübü konferans etkinliği 7/15/2024 tarihinde Çağış Kampüsü gerçekleşecektir.
spam,BAUN öğrencilerine özel Bilgisayar kampanyası! %90 indirim!
ham,Mühendislik bölümü workshop tarihi 3/23/2024 olarak güncellenmiştir.
ham,"Sayın Değerli öğrenciler, 12/5/2024 tarihli konferans hakkında bilgilendirme."
spam,Yemek hizmetinde büyük indirim! Kaçırmayın!
spam,DİKKAT! 6000 TL ödülünüzü almak için tıklayın!
spam,BAUN öğrencilerine özel %40 indirim fırsatı!
spam,Kırtasiye hizmetinde büyük indirim! Kaçırmayın!
spam,Sınavsız Diploma fırsatı! Hemen başvurun!
ham,10/16/2024 tarihli Yönetim Kurulu toplantısı Merkez Kampüs yapılacaktır.
ham,Sanat Bursu bursu başvuruları 4/16/2024 tarihinde başlayacaktır.
spam,Sınavsız Yüksek Lisans fırsatı! Hemen başvurun!
spam,Ulaşım hizmetinde büyük indirim! Kaçırmayın!
spam,BAUN öğrencilerine özel Yazıcı kampanyası! %50 indirim!
spam,Günde 8000 TL kazanç! Öğrenciler için part-time iş!
ham,1/26/2024 tarihli Vize sınavı Çağış Kampüsü yapılacaktır.
ham,"Değerli öğrenciler, Veri Yapıları dersi ödevini teslim aldım, teşekkürler."
ham,"Sayın Sevgili öğrenciler, 2/22/2024 tarihli oryantasyon hakkında bilgilendirme."
spam,BAUN öğrencilerine özel %30 indirim fırsatı!
ham,Başarı Bursu bursu başvuruları 05/07/2024 tarihinde başlayacaktır.
spam,Yurt hizmetinde büyük indirim! Kaçırmayın!
spam,ACIL! Öğrenci Belgesi için son 48 saat!
ham,10/13/2024 tarihli Bölüm Kurulu toplantısı B Blok yapılacaktır.
ham,9/22/2024 tarihli Fakülte Kurulu toplantısı C Blok yapılacaktır.
ham,4/17/2024 tarihli Vize sınavı Çağış Kampüsü yapılacaktır.
spam,DİKKAT! 9000 TL ödülünüzü almak için tıklayın!
spam,BAUN öğrencilerine özel Yazıcı kampanyası! %10 indirim!
spam,BAUN öğrencilerine özel %30 indirim fırsatı!
ham,"Değerli öğrencilerimiz, Çağış Kampüsü konferans ertelenmiştir."
ham,"Değerli öğrencilerimiz, C Blok teknik gezi ertelenmiştir."
ham,BAUN Matematik semineri 02/08/2024 tarihinde Merkez Kampüs gerçekleşecektir.
spam,Öğrenci kredisi borcunuz siliniyor! Hemen başvurun!
spam,"Tebrikler! Hediye Çeki kazandınız, hemen tıklayın!"
ham,08/08/2024 tarihli Final sınavı Kongre Merkezi yapılacaktır.
spam,ÖNEMLİ: E-posta hesabınız yenileme gerekiyor!
ham,"Sayın Sayın öğrencilerimiz, 10/27/2024 tarihli workshop hakkında bilgilendirme."
spam,BAUN öğrencilerine özel Tablet kampanyası! %80 indirim!
spam,BAUN öğrencilerine özel Yazıcı kampanyası! %60 indirim!
spam,DİKKAT! 4000 TL ödülünüzü almak için tıklayın!
ham,Sanat Bursu bursu başvuruları 11/27/2024 tarihinde başlayacaktır.
spam,ACIL! Transkript için son 72 saat!
ham,"Değerli öğrencilerimiz, Merkez Kampüs teknik gezi ertelenmiştir."
spam,Günde 4000 TL kazanç! Öğrenciler için part-time iş!
spam,ACIL! Transkript için son 24 saat!
ham,Öğrenci kulübü mezuniyet töreni etkinliği 4/11/2024 tarihinde Merkez Kampüs gerçekleşecektir.
ham,Tıp bölümü seminer tarihi 09/01/2024 olarak güncellenmiştir.
ham,"Değerli öğrenciler, Programlama dersi ödevini teslim aldım, teşekkürler."
ham,"Sayın Sevgili öğrenciler, 12/26/2024 tarihli oryantasyon hakkında bilgilendirme."
ham,Mimarlık bölümü teknik gezi tarihi 7/10/2024 olarak güncellenmiştir.
ham,"Sayın Sevgili öğrenciler, 6/19/2024 tarihli oryantasyon hakkında bilgilendirme."
ham,"Değerli öğrencilerimiz, A Blok mezuniyet töreni ertelenmiştir."
spam,DİKKAT! 7000 TL ödülünüzü almak için tıklayın!
ham,BAUN Makine Mühendisliği semineri 12/19/2024 tarihinde Merkez Kampüs gerçekleşecektir.
spam,Sınavsız Doktora fırsatı! Hemen başvurun!
spam,Günde 3000 TL kazanç! Öğrenciler için part-time iş!
spam,"Tebrikler! Tablet kazandınız, hemen tıklayın!"
ham,"Değerli öğrencilerimiz, Kongre Merkezi seminer ertelenmiştir."
spam,Öğrenci kredisi borcunuz siliniyor! Hemen başvurun!
spam,ÖNEMLİ: Öğrenci hesabınız aktivasyon gerekiyor!
ham,Mimarlık bölümü mezuniyet töreni tarihi 6/17/2024 olarak güncellenmiştir.
ham,"Değerli öğrenciler, Kimya dersi ödevini teslim aldım, teşekkürler."
ham,Öğrenci kulübü oryantasyon etkinliği 09/02/2024 tarihinde A Blok gerçekleşecektir.
ham,"Değerli öğrencilerimiz, A Blok konferans ertelenmiştir."
spam,Sınavsız Diploma fırsatı! Hemen başvurun!
ham,BAUN Bilgisayar Mühendisliği semineri 3/25/2024 tarihinde B Blok gerçekleşecektir.
spam,DİKKAT! 2000 TL ödülünüzü almak için tıklayın!
spam,DİKKAT! 3000 TL ödülünüzü almak için tıklayın!
spam,Sınavsız Sertifika fırsatı! Hemen başvurun!
ham,Eğitim bölümü oryantasyon tarihi 5/15/2024 olarak güncellenmiştir.
spam,ÖNEMLİ: Öğrenci hesabınız aktivasyon gerekiyor!
ham,BAUN İşletme semineri 7/27/2024 tarihinde C Blok gerçekleşecektir.
ham,Başarı Bursu bursu başvuruları 10/3/2024 tarihinde başlayacaktır.
spam,Sınavsız Doktora fırsatı! Hemen başvurun!
spam,"Tebrikler! Laptop kazandınız, hemen tıklayın!"
ham,"Sayın Sevgili öğrenciler, 10/9/2024 tarihli teknik gezi hakkında bilgilendirme."
spam,Günde 5000 TL kazanç! Öğrenciler için part-time iş!
ham,Fen-Edebiyat Fakültesi 11/20/2024 tarihli ders programı güncellenmiştir.
spam,BAUN öğrencilerine özel Tablet kampanyası! %30 indirim!
spam,"Tebrikler! Akıllı Telefon kazandınız, hemen tıklayın!"
spam,BAUN öğrencilerine özel %50 indirim fırsatı!
spam,Yurt hizmetinde büyük indirim! Kaçırmayın!
spam,"Tebrikler! Akıllı Telefon kazandınız, hemen tıklayın!"
ham,05/03/2024 tarihli Fakülte Kurulu toplantısı A Blok yapılacaktır.
spam,Kırtasiye hizmetinde büyük indirim! Kaçırmayın!
spam,BAUN öğrencilerine özel %80 indirim fırsatı!
ham,2/12/2024 tarihli Vize sınavı C Blok yapılacaktır.
spam,BAUN öğrencilerine özel %20 indirim fırsatı!
ham,09/02/2024 tarihli Quiz sınavı A Blok yapılacaktır.
ham,06/08/2024 tarihli Quiz sınavı Kongre Merkezi yapılacaktır.
spam,BAUN öğrencilerine özel Tablet kampanyası! %60 indirim!
spam,ÖNEMLİ: OBS hesabınız doğrulama gerekiyor!
spam,Yemek hizmetinde büyük indirim! Kaçırmayın!
spam,Öğrenci kredisi borcunuz siliniyor! Hemen başvurun!
spam,"Tebrikler! Akıllı Telefon kazandınız, hemen tıklayın!"
spam,Öğrenci kredisi borcunuz siliniyor! Hemen başvurun!
ham,"Değerli öğrencilerimiz, Kongre Merkezi teknik gezi ertelenmiştir."
ham,"Değerli öğrenciler, Veri Yapıları dersi ödevini teslim aldım, teşekkürler."
ham,1/19/2024 tarihli Yönetim Kurulu toplantısı Merkez Kampüs yapılacaktır.
spam,Sınavsız Sertifika fırsatı! Hemen başvurun!
ham,BAUN Elektrik-Elektronik semineri 2/23/2024 tarihinde Merkez Kampüs gerçekleşecektir.
spam,ACIL! Öğrenci Belgesi için son 72 saat!
spam,Öğrenci kredisi borcunuz siliniyor! Hemen başvurun!
spam,DİKKAT! 5000 TL ödülünüzü almak için tıklayın!
ham,"Değerli öğrencilerimiz, C Blok mezuniyet töreni ertelenmiştir."
ham,10/25/2024 tarihli Bölüm Kurulu toplantısı C Blok yapılacaktır.
ham,Mühendislik Fakültesi 8/27/2024 tarihli ders programı güncellenmiştir.
spam,BAUN öğrencilerine özel %30 indirim fırsatı!
spam,Sınavsız Diploma fırsatı! Hemen başvurun!
ham,İhtiyaç Bursu bursu başvuruları 3/24/2024 tarihinde başlayacaktır.
ham,Başarı Bursu bursu başvuruları 9/14/2024 tarihinde başlayacaktır.
ham,8/16/2024 tarihli Senato toplantısı B Blok yapılacaktır.
spam,ÖNEMLİ: OBS hesabınız güncelleme gerekiyor!
spam,ÖNEMLİ: Öğrenci hesabınız güncelleme gerekiyor!
ham,7/10/2024 tarihli Ödev Sunumu sınavı Merkez Kampüs yapılacaktır.
ham,Mimarlık Fakültesi 3/23/2024 tarihli ders programı güncellenmiştir.
spam,DİKKAT! 3000 TL ödülünüzü almak için tıklayın!
ham,BAUN İşletme semineri 2/25/2024 tarihinde A Blok gerçekleşecektir.
ham,"Sayın öğrencilerimiz, Fizik dersi ödevini teslim aldım, teşekkürler."
ham,Eğitim Fakültesi 4/15/2024 tarihli ders programı güncellenmiştir.
ham,Öğrenci kulübü seminer etkinliği 9/25/2024 tarihinde Çağış Kampüsü gerçekleşecektir.
ham,Tıp bölümü workshop tarihi 03/04/2024 olarak güncellenmiştir.
spam,DİKKAT! 6000 TL ödülünüzü almak için tıklayın!
spam,Kırtasiye hizmetinde büyük indirim! Kaçırmayın!
spam,Sınavsız Doktora fırsatı! Hemen başvurun!
spam,Günde 6000 TL kazanç! Öğrenciler için part-time iş!
spam,ACIL! Kimlik için son 72 saat!
spam,Sınavsız Diploma fırsatı! Hemen başvurun!
spam,Sınavsız Sertifika fırsatı! Hemen başvurun!
ham,"Değerli öğrencilerimiz, C Blok oryantasyon ertelenmiştir."
ham,Fen-Edebiyat bölümü mezuniyet töreni tarihi 4/20/2024 olarak güncellenmiştir.
spam,Öğrenci kredisi borcunuz siliniyor! Hemen başvurun!
spam,DİKKAT! 4000 TL ödülünüzü almak için tıklayın!
spam,Öğrenci kredisi borcunuz siliniyor! Hemen başvurun!
spam,ÖNEMLİ: E-posta hesabınız yenileme gerekiyor!
spam,ACIL! Diploma için son 72 saat!
ham,Öğrenci kulübü workshop etkinliği 11/4/2024 tarihinde Kongre Merkezi gerçekleşecektir.
ham,9/24/2024 tarihli Yönetim Kurulu toplantısı B Blok yapılacaktır.
spam,DİKKAT! 6000 TL ödülünüzü almak için tıklayın!
ham,Öğrenci kulübü workshop etkinliği 4/24/2024 tarihinde C Blok gerçekleşecektir.
ham,09/01/2024 tarihli Quiz sınavı Kongre Merkezi yapılacaktır.
spam,Öğrenci kredisi borcunuz siliniyor! Hemen başvurun!
spam,Günde 3000 TL kazanç! Öğrenciler için part-time iş!
spam,ÖNEMLİ: OBS hesabınız yenileme gerekiyor!
ham,Başarı Bursu bursu başvuruları 5/14/2024 tarihinde başlayacaktır.
spam,BAUN öğrencilerine özel Bilgisayar kampanyası! %40 indirim!
spam,Yemek hizmetinde büyük indirim! Kaçırmayın!
ham,03/01/2024 tarihli Öğrenci Temsilciliği toplantısı Merkez Kampüs yapılacaktır.
ham,BAUN Matematik semineri 12/23/2024 tarihinde Çağış Kampüsü gerçekleşecektir.
ham,"Sayın Sevgili öğrenciler, 2/21/2024 tarihli oryantasyon hakkında bilgilendirme."
ham,Öğrenci kulübü seminer etkinliği 03/07/2024 tarihinde Kongre Merkezi gerçekleşecektir.
ham,"Değerli öğrencilerimiz, B Blok konferans ertelenmiştir."
ham,"Değerli öğrenciler, Programlama dersi ödevini teslim aldım, teşekkürler."
spam,Öğrenci kredisi borcunuz siliniyor! Hemen başvurun!
ham,07/09/2024 tarihli Bütünleme sınavı Kongre Merkezi yapılacaktır.
spam,Kırtasiye hizmetinde büyük indirim! Kaçırmayın!
ham,12/7/2024 tarihli Bölüm Kurulu toplantısı B Blok yapılacaktır.
spam,Sınavsız Sertifika fırsatı! Hemen başvurun!
spam,"Tebrikler! Laptop kazandınız, hemen tıklayın!"
spam,ÖNEMLİ: Kütüphane hesabınız aktivasyon gerekiyor!
spam,BAUN öğrencilerine özel Yazıcı kampanyası! %40 indirim!
ham,Mimarlık bölümü konferans tarihi 01/08/2024 olarak güncellenmiştir.
spam,DİKKAT! 3000 TL ödülünüzü almak için tıklayın!
ham,Spor Bursu bursu başvuruları 03/01/2024 tarihinde başlayacaktır.
spam,Öğrenci kredisi borcunuz siliniyor! Hemen başvurun!
ham,"Sayın Sayın öğrencilerimiz, 09/09/2024 tarihli seminer hakkında bilgilendirme."
spam,Yurt hizmetinde büyük indirim! Kaçırmayın!
ham,"Sayın öğrencilerimiz, Programlama dersi ödevini teslim aldım, teşekkürler."
ham,"Sayın Sayın öğrencilerimiz, 12/17/2024 tarihli oryantasyon hakkında bilgilendirme."
spam,BAUN öğrencilerine özel %30 indirim fırsatı!
ham,"Değerli öğrencilerimiz, A Blok teknik gezi ertelenmiştir."
spam,Sınavsız Sertifika fırsatı! Hemen başvurun!
ham,"Değerli öğrencilerimiz, Merkez Kampüs workshop ertelenmiştir."
spam,Sınavsız Sertifika fırsatı! Hemen başvurun!
spam,ACIL! Öğrenci Belgesi için son 48 saat!
ham,"Değerli öğrencilerimiz, Merkez Kampüs oryantasyon ertelenmiştir."
ham,02/03/2024 tarihli Yönetim Kurulu toplantısı Çağış Kampüsü yapılacaktır.
spam,Öğrenci kredisi borcunuz siliniyor! Hemen başvurun!
spam,Öğrenci kredisi borcunuz siliniyor! Hemen başvurun!
spam,BAUN öğrencilerine özel %70 indirim fırsatı!
spam,Sınavsız Sertifika fırsatı! Hemen başvurun!
spam,DİKKAT! 5000 TL ödülünüzü almak için tıklayın!
ham,7/25/2024 tarihli Yönetim Kurulu toplantısı B Blok yapılacaktır.
ham,İİBF Fakültesi 07/08/2024 tarihli ders programı güncellenmiştir.
ham,BAUN İşletme semineri 10/24/2024 tarihinde B Blok gerçekleşecektir.
spam,BAUN öğrencilerine özel %20 indirim fırsatı!
spam,ÖNEMLİ: E-posta hesabınız aktivasyon gerekiyor!
spam,DİKKAT! 3000 TL ödülünüzü almak için tıklayın!
ham,Öğrenci kulübü workshop etkinliği 05/02/2024 tarihinde Kongre Merkezi gerçekleşecektir.
spam,BAUN öğrencilerine özel %40 indirim fırsatı!
ham,Mimarlık Fakültesi 6/15/2024 tarihli ders programı güncellenmiştir.
ham,TÜBİTAK Bursu bursu başvuruları 10/18/2024 tarihinde başlayacaktır.
spam,ACIL! Öğrenci Belgesi için son 24 saat!
spam,ACIL! Diploma için son 24 saat!
ham,Başarı Bursu bursu başvuruları 08/02/2024 tarihinde başlayacaktır.
ham,BAUN Matematik semineri 8/26/2024 tarihinde Kongre Merkezi gerçekleşecektir.
ham,8/20/2024 tarihli Ödev Sunumu sınavı B Blok yapılacaktır.
ham,Tıp Fakültesi 05/06/2024 tarihli ders programı güncellenmiştir.
ham,BAUN İşletme semineri 5/26/2024 tarihinde A Blok gerçekleşecektir.
ham,1/19/2024 tarihli Bölüm Kurulu toplantısı B Blok yapılacaktır.
ham,Öğrenci kulübü workshop etkinliği 3/19/2024 tarihinde B Blok gerçekleşecektir.
spam,Öğrenci kredisi borcunuz siliniyor! Hemen başvurun!
spam,BAUN öğrencilerine özel %20 indirim fırsatı!
ham,İİBF Fakültesi 03/09/2024 tarihli ders programı güncellenmiştir.
spam,Günde 8000 TL kazanç! Öğrenciler için part-time iş!
spam,BAUN öğrencilerine özel Telefon kampanyası! %40 indirim!
ham,Öğrenci kulübü konferans etkinliği 11/24/2024 tarihinde B Blok gerçekleşecektir.
spam,BAUN öğrencilerine özel %50 indirim fırsatı!
spam,ACIL! Kimlik için son 24 saat!
spam,"Tebrikler! Akıllı Telefon kazandınız, hemen tıklayın!"
ham,Spor Bursu bursu başvuruları 7/15/2024 tarihinde başlayacaktır.
spam,Kırtasiye hizmetinde büyük indirim! Kaçırmayın!
ham,11/22/2024 tarihli Yönetim Kurulu toplantısı Kongre Merkezi yapılacaktır.
ham,Tıp bölümü oryantasyon tarihi 09/06/2024 olarak güncellenmiştir.
spam,"Tebrikler! Laptop kazandınız, hemen tıklayın!"
ham,"Öğrencilerimiz, Programlama dersi ödevini teslim aldım, teşekkürler."
ham,04/02/2024 tarihli Ödev Sunumu sınavı B Blok yapılacaktır.
spam,Kırtasiye hizmetinde büyük indirim! Kaçırmayın!
ham,8/16/2024 tarihli Bütünleme sınavı C Blok yapılacaktır.
spam,Sınavsız Doktora fırsatı! Hemen başvurun!
spam,"Tebrikler! Hediye Çeki kazandınız, hemen tıklayın!"
spam,Günde 5000 TL kazanç! Öğrenciler için part-time iş!
ham,"Sayın Sayın öğrencilerimiz, 5/28/2024 tarihli mezuniyet töreni hakkında bilgilendirme."
ham,"Sayın Değerli öğrenciler, 4/14/2024 tarihli workshop hakkında bilgilendirme."
ham,Öğrenci kulübü seminer etkinliği 12/8/2024 tarihinde Merkez Kampüs gerçekleşecektir.
spam,Günde 3000 TL kazanç! Öğrenciler için part-time iş!
spam,"Tebrikler! Akıllı Telefon kazandınız, hemen tıklayın!"
ham,12/12/2024 tarihli Öğrenci Temsilciliği toplantısı B Blok yapılacaktır.
ham,Öğrenci kulübü teknik gezi etkinliği 9/24/2024 tarihinde B Blok gerçekleşecektir.
spam,Günde 7000 TL kazanç! Öğrenciler için part-time iş!
ham,Tıp Fakültesi 11/6/2024 tarihli ders programı güncellenmiştir.
spam,ÖNEMLİ: Öğrenci hesabınız aktivasyon gerekiyor!
ham,02/09/2024 tarihli Fakülte Kurulu toplantısı Kongre Merkezi yapılacaktır.
ham,Sanat Bursu bursu başvuruları 07/07/2024 tarihinde başlayacaktır.
ham,"Değerli öğrencilerimiz, Merkez Kampüs oryantasyon ertelenmiştir."
ham,BAUN Elektrik-Elektronik semineri 5/19/2024 tarihinde A Blok gerçekleşecektir.
ham,Mimarlık Fakültesi 02/05/2024 tarihli ders programı güncellenmiştir.
spam,BAUN öğrencilerine özel Telefon kampanyası! %40 indirim!
ham,Fen-Edebiyat Fakültesi 10/22/2024 tarihli ders programı güncellenmiştir.
spam,ÖNEMLİ: OBS hesabınız aktivasyon gerekiyor!
ham,BAUN Matematik semineri 1/11/2024 tarihinde A Blok gerçekleşecektir.
spam,ÖNEMLİ: Kütüphane hesabınız aktivasyon gerekiyor!
spam,ACIL! Diploma için son 24 saat!
spam,BAUN öğrencilerine özel Tablet kampanyası! %60 indirim!
spam,Yemek hizmetinde büyük indirim! Kaçırmayın!
spam,Günde 9000 TL kazanç! Öğrenciler için part-time iş!
spam,Sınavsız Doktora fırsatı! Hemen başvurun!
ham,"Değerli öğrencilerimiz, C Blok workshop ertelenmiştir."
spam,BAUN öğrencilerine özel %10 indirim fırsatı!
ham,BAUN İşletme semineri 8/11/2024 tarihinde C Blok gerçekleşecektir.
ham,Eğitim bölümü teknik gezi tarihi 8/14/2024 olarak güncellenmiştir.
ham,"Değerli öğrenciler, Algoritma dersi ödevini teslim aldım, teşekkürler."
ham,01/06/2024 tarihli Fakülte Kurulu toplantısı B Blok yapılacaktır.
ham,"Değerli öğrencilerimiz, A Blok mezuniyet töreni ertelenmiştir."
spam,Yurt hizmetinde büyük indirim! Kaçırmayın!
ham,Sanat Bursu bursu başvuruları 9/17/2024 tarihinde başlayacaktır.
ham,BAUN Matematik semineri 6/20/2024 tarihinde C Blok gerçekleşecektir.
ham,Fen-Edebiyat Fakültesi 11/14/2024 tarihli ders programı güncellenmiştir.
ham,Mühendislik bölümü teknik gezi tarihi 6/26/2024 olarak güncellenmiştir.
spam,Sınavsız Doktora fırsatı! Hemen başvurun!
ham,11/18/2024 tarihli Fakülte Kurulu toplantısı Çağış Kampüsü yapılacaktır.
ham,"Sevgili öğrenciler, Programlama dersi ödevini teslim aldım, teşekkürler."
spam,Sınavsız Doktora fırsatı! Hemen başvurun!
spam,Günde 7000 TL kazanç! Öğrenciler için part-time iş!
spam,BAUN öğrencilerine özel Yazıcı kampanyası! %90 indirim!
ham,05/09/2024 tarihli Final sınavı C Blok yapılacaktır.
ham,"Sevgili öğrenciler, Programlama dersi ödevini teslim aldım, teşekkürler."
spam,BAUN öğrencilerine özel %70 indirim fırsatı!
ham,"Sayın Değerli öğrenciler, 8/25/2024 tarihli mezuniyet töreni hakkında bilgilendirme."
